,Open,Close,sign,hold,balance,netAsset,profit
2014-01-02,2323.43,2321.98,0.0,0.0,1000000.0,1000000.0,0.0
2014-01-23,2242.24,2231.89,1.0,445.0,1704.3016000001226,999501.1016,0.0
2014-02-26,2147.74,2163.4,-1.0,0.0,956970.7294500001,956970.7294500001,-43029.2705499999
2014-03-24,2161.9,2176.55,1.0,442.0,933.1495500000892,956492.9495500001,0.0
2014-04-22,2184.02,2196.8,-1.0,0.0,965787.32113,965787.32113,8816.591679999954
2014-05-27,2154.4,2147.28,1.0,448.0,133.53552999999374,965304.7355300001,0.0
2014-06-23,2137.93,2134.11,-1.0,0.0,957447.27921,957447.27921,-8340.041920000105
2014-07-01,2169.2,2164.56,1.0,441.0,351.77061000000685,956968.97061,0.0
2014-07-11,2136.32,2148.01,-1.0,0.0,941997.8320500002,941997.8320500002,-15449.447159999749
2014-07-16,2172.82,2170.87,1.0,433.0,696.3565200001467,941527.4165200002,0.0
2014-07-21,2164.22,2166.3,-1.0,0.0,937335.0628900001,937335.0628900001,-4662.769160000142
2014-07-23,2191.39,2197.83,1.0,427.0,1143.6711250002263,936867.2011250001,0.0
2014-08-15,2337.99,2360.63,-1.0,0.0,998966.2402600001,998966.2402600001,61631.17737000005
2014-09-05,2433.17,2449.26,1.0,410.0,867.7404100000858,998467.4404100002,0.0
2014-09-17,2395.36,2401.33,-1.0,0.0,982474.2916100002,982474.2916100002,-16491.94864999992
2014-10-09,2480.2,2481.95,1.0,395.0,2305.452110000304,981984.4521100002,0.0
2014-10-15,2444.54,2463.87,-1.0,0.0,967415.9554600003,967415.9554600003,-15058.336149999872
2014-11-03,2515.82,2512.55,1.0,384.0,858.038020000211,966932.9180200003,0.0
2014-11-21,2537.54,2583.46,-1.0,0.0,974786.1903400002,974786.1903400002,7370.234879999887
2014-11-25,2650.08,2685.56,1.0,367.0,1720.5406600002898,974299.9006600003,0.0
2014-12-25,3254.48,3335.42,-1.0,0.0,1195517.5035800003,1195517.5035800003,220731.31324000005
2014-12-31,3462.39,3533.71,0.0,0.0,1195517.5035800003,1195517.5035800003,0.0
2015-01-05,3566.09,3641.54,0.0,0.0,1195517.5035800003,1195517.5035800003,0.0
2015-07-17,4023.76,4151.5,1.0,296.0,3889.0271000002977,1194921.9871000003,0.0
2015-12-31,3760.9,3731.0,0.0,296.0,3889.0271000002977,1108265.0271000003,0.0
2016-01-04,3725.86,3469.07,0.0,296.0,3889.0271000002977,1030733.7471000004,0.0
2016-12-30,3302.6,3310.08,0.0,296.0,3889.0271000002977,983672.7071000002,0.0
2017-01-03,3313.95,3342.23,0.0,296.0,3889.0271000002977,993189.1071000003,0.0
2017-12-29,4022.88,4030.86,0.0,296.0,3889.0271000002977,1197023.5871000004,0.0
2018-01-02,4045.21,4087.4,0.0,296.0,3889.0271000002977,1213759.4271000004,0.0
2018-12-28,2994.8,3010.65,0.0,296.0,3889.0271000002977,895041.4271000003,0.0
2019-01-02,3017.07,2969.54,0.0,296.0,3889.0271000002977,882872.8671000003,0.0
2019-03-12,3758.32,3755.35,-1.0,0.0,1115795.5157400004,1115795.5157400004,1111906.48864
2019-12-31,4077.75,4096.58,0.0,0.0,1115795.5157400004,1115795.5157400004,0.0
2020-01-02,4121.35,4152.24,0.0,0.0,1115795.5157400004,1115795.5157400004,0.0
2020-04-02,3656.32,3734.53,1.0,305.0,60.32694000029005,1115237.9269400004,0.0
2020-07-20,4597.2,4680.3,-1.0,0.0,1401505.2539400004,1401505.2539400004,285709.7382
2020-12-31,5122.48,5211.29,0.0,0.0,1401505.2539400004,1401505.2539400004,0.0
2021-01-04,5212.93,5267.72,0.0,0.0,1401505.2539400004,1401505.2539400004,0.0
2021-03-30,5043.1,5094.73,1.0,277.0,3868.0845900003333,1400806.7845900005,0.0
2021-06-09,5224.95,5236.45,-1.0,0.0,1450455.5790150003,1450455.5790150003,48950.325074999826
2021-06-29,5248.52,5190.54,1.0,276.0,1139.7632550003473,1449731.2832550004,0.0
2021-12-31,4937.46,4940.37,0.0,276.0,1139.7632550003473,1364681.8832550002,0.0
